price,location,house_type,rooms,bathrooms,rent_duration,property address,estate name,property size,condition,furnishing,pets,facilities,service charge,agency fee,legal and agreement fee,caution fee,housing quality,total rooms,parking space,smoking,parties,broker fee,new property,furnished
"₦ 450,000","Enugu, Enugu / Enugu State",Apartment,1 bedroom,2 bathrooms,per annum,new heaven extension,Good is good,600 sqm,Newly Built,Furnished,Pets Allowed,"Balcony,Chandelier,24 Hours Electricity,Dishwasher,Pop Ceiling,Tiled Floor,Wardrobe,Dining Area,Pre Paid Meter,Hot Water,Kitchen Cabinets",,,,,,,,,,,,
"₦ 300,000","Anambra, Awka",Apartment,1 bedroom,2 bathrooms,per annum,Ifite Awka,Ifite Awka,500 sqm,Newly Built,Unfurnished,No Pets,"24 Hours Electricity,Dining Area,Balcony,Kitchen Cabinets",,,,,,,,,,,,
"₦ 200,000","Ogun, Ifo",Studio Apartment,1 bedroom,1 bathroom,per annum,18 adebayo,ifedayo,600 sqm,Fairly Used,Unfurnished,No Pets,"Pre Paid Meter,Tiled Floor,Dishwasher,Kitchen Shelf,24 Hours Electricity",,,,,,,,,,,,
"₦ 1,000,000","Lagos, Ajah",Duplex,1 bedroom,2 bathrooms,per quarter,"BROWN NEW ROOM AND PALOUR SELF IN LEKKI SCHEME 2,AJAH","LEKKI SCHEME 2,ABRAHAM ADESANYA AJAH",450 sqm,Newly Built,Semi-Furnished,Pets Allowed,"Balcony,Chandelier,Dining Area,Wardrobe,Wi-Fi,Pop Ceiling,Hot Water,Kitchen Shelf,Pre Paid Meter,Dishwasher,24 Hours Electricity,Kitchen Cabinets,Tiled Floor",Yes,100000.0,100000.0,100000.0,,,,,,,,
"₦ 300,000",none,Apartment,1 bedroom,2 bathrooms,per quarter,Marian,smart property,15 sqm,Fairly Used,Unfurnished,No Pets,"Balcony,24 Hours Electricity,Kitchen Shelf,Dining Area,Kitchen Cabinets",,,,,,,,,,,,
"₦ 180,000",none,Apartment,1 bedroom,1 bathroom,per quarter,Arthur eze Avenue Awka.,,450 sqm,Fairly Used,Unfurnished,Pets Allowed,,,,,,,,,,,,,
"₦ 250,000","Ogun, Obafemi-Owode",Mini Flat,1 bedroom,1 bathroom,per annum,"Abule Oko Magboro, Ogun State",Harmony Estate,,Newly Built,Furnished,,"Apartment,Dishwasher,Tiled Floor,Wardrobe,Kitchen Cabinets,Balcony",,,,,,,,,,,,
"₦ 600,000",none,Block of Flats,1 bedroom,2 bathrooms,per annum,"Alakahia, Obio / Akpor LGA. Rivers State",,,,Unfurnished,,,,,,,,,,,,,,
"₦ 190,000",none,Apartment,1 bedroom,1 bathroom,per annum,Ifite Awka,Awka Anambra State,,Newly Built,Semi-Furnished,Pets Allowed,"Tiled Floor,Kitchen Cabinets,Balcony,24 Hours Electricity,Pre Paid Meter,Wardrobe",,,,,,,,,,,,
"₦ 350,000",none,Apartment,1 bedroom,1 bathroom,per annum,"Nza street , GRA enugu",,,Fairly Used,Unfurnished,,"Tiled Floor,Dishwasher,Kitchen Shelf,Pre Paid Meter",,,,,,,,,,,,
"₦ 600,000","Lagos, Isolo, Ago Palace",Apartment,1 bedroom,2 bathrooms,per quarter,Avenue,,600 sqm,Newly Built,Unfurnished,,,,,,,,,,,,,,
"₦ 723,250","Kaduna, Kaduna / Kaduna State",Block of Flats,1 bedroom,1 bathroom,anually,"Phase 1, Barnawa",Phase 1,,Newly Built,Furnished,,"Chandelier,Pop Ceiling,24 Hours Electricity,Tiled Floor,Air Conditioning,Dishwasher,Dining Area,Balcony,Kitchen Cabinets,Pre Paid Meter,Wardrobe,Kitchen Shelf,Hot Water",,55000.0,,50000.0,,,,,,,,
"₦ 300,000","Rivers, Obio-Akpor",Block of Flats,1 bedroom,1 bathroom,per annum,Centenary Estate's Eneka,Centenary gardens Estate Eneka,,Newly Built,Furnished,No Pets,,Yes,30000.0,15000.0,30000.0,,,,,,,,
"₦ 600,000","Lagos, Ajah",Apartment,1 bedroom,2 bathrooms,anually,"UNITY ESTATE ALONG BADORE ROAD,AJAH",UNITY ESTATE,450 sqm,Newly Built,Semi-Furnished,Pets Allowed,"Dishwasher,Pop Ceiling,Dining Area,Wardrobe,Tiled Floor,Wi-Fi,Balcony,Pre Paid Meter,Kitchen Cabinets,Kitchen Shelf",,,,,,,,,,,,
"₦ 220,000","Osun, Osogbo",Bungalow,1 bedroom,2 bathrooms,per quarter,A ROOM AND SELF CONTAIN AT FOUNTAIN AREA OSHOGBO,FOUNTAIN ROAD OSHOGBO,1200 sqm,Newly Built,Furnished,No Pets,"Dining Area,Hot Water,Chandelier,Kitchen Cabinets,Kitchen Shelf,Balcony,Dishwasher,Pop Ceiling,24 Hours Electricity,Air Conditioning",Yes,30000.0,30000.0,20000.0,,,,,,,,
"₦ 115,000","Oyo, Ido",Mini Flat,1 bedroom,1 bathroom,per annum,Located immediatly after Awotan junction,Dtb,450 sqm,Newly Built,Semi-Furnished,Pets Allowed,"Dishwasher,Pre Paid Meter,Kitchen Shelf,Tiled Floor,Kitchen Cabinets",,10.0,10.0,10.0,,,,,,,,
"₦ 150,000",none,Apartment,1 bedroom,1 bathroom,per quarter,ifite Awka,,450 sqm,Newly Built,Unfurnished,No Pets,,,,,,,,,,,,,
"₦ 170,000",none,Bungalow,1 bedroom,1 bathroom,per quarter,atimbo,smart property,13 sqm,Fairly Used,Unfurnished,No Pets,"24 Hours Electricity,Kitchen Cabinets,Balcony,Kitchen Shelf",,,,,,,,,,,,
"₦ 300,000",none,Bungalow,1 bedroom,2 bathrooms,per quarter,satellite town,smart property,13 sqm,Fairly Used,Unfurnished,No Pets,"Dining Area,24 Hours Electricity,Kitchen Cabinets,Balcony,Kitchen Shelf",,,,,,,,,,,,
"₦ 350,000","Enugu, Enugu / Enugu State",Block of Flats,1 bedroom,2 bathrooms,per quarter,ogui road,,900 sqm,Fairly Used,Semi-Furnished,Pets Allowed,"Dining Area,Pop Ceiling,Pre Paid Meter,Wardrobe,Tiled Floor,Balcony,Kitchen Shelf,Kitchen Cabinets,24 Hours Electricity",,,,,,,,,,,,
"₦ 200,000",none,Apartment,1 bedroom,2 bathrooms,per quarter,atimbo off nyangasang,smart property,13 sqm,Newly Built,Unfurnished,No Pets,"Kitchen Cabinets,24 Hours Electricity,Dining Area,Balcony,Kitchen Shelf",,,,,,,,,,,,
"₦ 1,400,000","Lagos, Lekki, Lekki Phase 1",Studio Apartment,1 bedroom,1 bathroom,per quarter,"Akin Onitiri Cole Street,",Lekki phase one,,Fairly Used,Unfurnished,No Pets,"Hot Water,Tiled Floor,Wardrobe,Kitchen Cabinets,Pre Paid Meter,Apartment,Balcony,Pop Ceiling,Kitchen Shelf",,,,,,,,,,,,
"₦ 250,000","Anambra, Awka",House,1 bedroom,2 bathrooms,per annum,Ichida street,Ichida street,500 sqm,Newly Built,Unfurnished,Pets Allowed,"Tiled Floor,24 Hours Electricity,Wi-Fi,Pre Paid Meter,Wardrobe,Balcony,Dining Area",Yes,50000.0,50000.0,30000.0,,,,,,,,
"₦ 1,800,000","Lagos, Lekki",Block of Flats,1 bedroom,2 bathrooms,per annum,Chevron,Chevyview,,Newly Built,Semi-Furnished,,"Balcony,Kitchen Cabinets,Tiled Floor,Kitchen Shelf,Pre Paid Meter,Dining Area,Dishwasher,Pop Ceiling,Hot Water,TV",Yes,180000.0,180000.0,200.0,,,,,,,,
"₦ 150,000",none,Apartment,1 bedroom,1 bathroom,per annum,"Kosta Hostel, Close to Nnamdi Azikiwe University Awka",Kosta Hostel ( Kruz Enterprise),,Fairly Used,Semi-Furnished,Pets Allowed,"Balcony,Tiled Floor,24 Hours Electricity,Wardrobe",,,,,,,,,,,,
"₦ 300,000",none,Apartment,1 bedroom,2 bathrooms,per annum,Ifite Awka Anambra State,Ifite Awka,,Fairly Used,Semi-Furnished,Pets Allowed,"24 Hours Electricity,Tiled Floor,Balcony,Hot Water",,,,,,,,,,,,
"₦ 200,000","Enugu, Enugu / Enugu State",House,1 bedroom,1 bathroom,per annum,OFF INDEPENDENCE LAYOUT,Golden shelters,600 sqm,Fairly Used,Semi-Furnished,Pets Allowed,"Kitchen Shelf,Dishwasher,Pre Paid Meter,24 Hours Electricity,Tiled Floor,Pop Ceiling",,,,,,,,,,,,
"₦ 200,000",none,Apartment,1 bedroom,1 bathroom,per annum,Book Foundation Ifite Awka Anambra State,,,Newly Built,Semi-Furnished,Pets Allowed,"Balcony,Hot Water,Kitchen Cabinets,Pre Paid Meter,24 Hours Electricity,Pop Ceiling,Wardrobe,Tiled Floor",,,,,,,,,,,,
"₦ 130,000",none,Apartment,1 bedroom,1 bathroom,per annum,Ifite Awka,Godfelic Lodge ( Kruz Enterprise),,Fairly Used,Semi-Furnished,Pets Allowed,"24 Hours Electricity,Balcony,Tiled Floor,Wardrobe",,,,,,,,,,,,
"₦ 180,000","Nasarawa, Karu-Nasarawa",Block of Flats,1 bedroom,1 bathroom,per annum,Aso Maraba,.,2000 sqm,Newly Built,Unfurnished,Pets Allowed,"24 Hours Electricity,Dining Area,Kitchen Shelf,Pre Paid Meter,Tiled Floor",Yes,,,,,,,,,,,
"₦ 200,000","Kaduna, Kaduna / Kaduna State",Block of Flats,1 bedroom,2 bathrooms,anually,Behind northern noodles company,Tasu villa,,Newly Built,Furnished,,"Kitchen Cabinets,Kitchen Shelf,24 Hours Electricity,Hot Water,Pre Paid Meter,Tiled Floor,Dishwasher,Pop Ceiling,Dining Area",,,,,,,,,,,,
"₦ 5,000,000","Lagos, Ikoyi",Apartment,1 bedroom,2 bathrooms,per annum,Old Ikoyi,,,Fairly Used,Semi-Furnished,,,,,,,,,,,,,,
"₦ 250,000","Kaduna, Kaduna / Kaduna State",Block of Flats,1 bedroom,2 bathrooms,anually,Mahuta extension,oil village,,Newly Built,Furnished,,"Kitchen Shelf,Dishwasher,Hot Water,Kitchen Cabinets,24 Hours Electricity,Pre Paid Meter,Wardrobe",,,,,,,,,,,,
"₦ 400,000","Lagos, Yaba",Studio Apartment,1 bedroom,1 bathroom,per annum,Via Herbert Macaulay,,,Fairly Used,Semi-Furnished,,"Kitchen Cabinets,Pre Paid Meter,Tiled Floor,Balcony,Kitchen Shelf,Pop Ceiling",,,,,,,,,,,,
"₦ 250,000","Oyo, Oluyole",Bungalow,1 bedroom,1 bathroom,per annum,JANKATA KUOLA,Jankata Sreet,650 sqm,Newly Built,Semi-Furnished,No Pets,"Balcony,24 Hours Electricity,Dishwasher,Pre Paid Meter,Tiled Floor,Kitchen Shelf",,,,,,,,,,,,
"₦ 250,000",none,Room & Parlour,1 bedroom,1 bathroom,per annum,elewuro,Akobo,900 sqm,Fairly Used,Semi-Furnished,Pets Allowed,"Pop Ceiling,Tiled Floor,Wardrobe,Kitchen Shelf,Kitchen Cabinets,24 Hours Electricity,Air Conditioning",Yes,50000.0,25000.0,25000.0,,,,,,,,
"₦ 100,000",none,Studio Apartment,1 bedroom,1 bathroom,per annum,Araromi Akesan igando,,,Fairly Used,Furnished,,,,,,,,,,,,,,
"₦ 250,000","Lagos, Ibeju, Bogije",Studio Apartment,1 bedroom,1 bathroom,per annum,Bogije Road,,,,Semi-Furnished,,"Pop Ceiling,Kitchen Shelf,Pre Paid Meter,Tiled Floor,Apartment,Wardrobe",,,,,,,,,,,,
"₦ 200,000","Kaduna, Kaduna / Kaduna State",Block of Flats,1 bedroom,1 bathroom,per annum,Maigero,,,Fairly Used,Furnished,,"24 Hours Electricity,Pre Paid Meter,Tiled Floor,Dishwasher",,,,,,,,,,,,
"₦ 3,800,000","Lagos, Ikoyi, Osborne Foreshore Estate",Mini Flat,1 bedroom,1 bathroom,per annum,Osborne Foreshore Estate,Osborne Foreshore Estate,,Renovated,Furnished,No Pets,"24 Hours Electricity,Air Conditioning,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe,Wi-Fi",Yes,,,,,,,,,,,
"₦ 250,000","Kaduna, Kaduna / Kaduna State",Block of Flats,1 bedroom,1 bathroom,per annum,Maigero,,,Newly Built,Furnished,,"Wardrobe,24 Hours Electricity,Pop Ceiling,Kitchen Cabinets,Pre Paid Meter,Tiled Floor,Hot Water,Kitchen Shelf",,,,,,,,,,,,
"₦ 400,000","Lagos, Yaba",Studio Apartment,1 bedroom,1 bathroom,per annum,Via Herbert Macaulay,,,Fairly Used,Semi-Furnished,,"Kitchen Cabinets,Pre Paid Meter,Tiled Floor,Balcony,Kitchen Shelf,Pop Ceiling",,,,,,,,,,,,
"₦ 1,500,000","Lagos, Lekki, Ikota",Studio Apartment,1 bedroom,1 bathroom,per annum,ikota villa,ikota villa,,,Unfurnished,,,,,,,,,,,,,,
"₦ 250,000",none,Room & Parlour,1 bedroom,1 bathroom,per annum,elewuro,Akobo,900 sqm,Fairly Used,Semi-Furnished,Pets Allowed,"Pop Ceiling,Tiled Floor,Wardrobe,Kitchen Shelf,Kitchen Cabinets,24 Hours Electricity,Air Conditioning",Yes,50000.0,25000.0,25000.0,,,,,,,,
"₦ 100,000",none,Studio Apartment,1 bedroom,1 bathroom,per annum,Araromi Akesan igando,,,Fairly Used,Furnished,,,,,,,,,,,,,,
"₦ 700,000","Lagos, Ajah, Sangotedo",Block of Flats,1 bedroom,1 bathroom,per annum,Sharp room and parlour mini flat at Silver Land Estate s,Silver Land Estate Sangotedo Ajah,,Fairly Used,Furnished,,,,,,,,,,,,,,
"₦ 700,000","Lagos, Yaba, Akoka",Mini Flat,1 bedroom,1 bathroom,per annum,"Obayan Street, Akoka, Yaba",,,Fairly Used,Unfurnished,,"Balcony,Kitchen Cabinets,Tiled Floor,Apartment,Dishwasher,Kitchen Shelf",Yes,140000.0,140000.0,50000.0,,,,,,,,
"₦ 750,000","Lagos, Yaba, Akoka",Mini Flat,1 bedroom,1 bathroom,per annum,"Obayan Street, Akoka, Yaba",,,Fairly Used,Unfurnished,,"Kitchen Shelf,Tiled Floor,Hot Water,Dishwasher,Apartment",Yes,150000.0,75000.0,50000.0,,,,,,,,
"₦ 900,000","Lagos, Ajah, Sangotedo",Block of Flats,1 bedroom,1 bathroom,per annum,Brand New room and parlour mini flat at Silverland Estate,Silver land Estate Sangotedo,,Newly Built,Furnished,,,,,,,,,,,,,,
"₦ 220,000","Oyo, Oluyole",Block of Flats,1 bedroom,1 bathroom,per annum,KUOLA JANKATA,Jankata road,500 sqm,Newly Built,Semi-Furnished,No Pets,"Dishwasher,24 Hours Electricity,Pre Paid Meter,Apartment,Tiled Floor",,,,,,,,,,,,
"₦ 270,000","Kaduna, Chikun",Block of Flats,1 bedroom,2 bathrooms,anually,Barnawa,New estate,,Newly Built,Furnished,,"Pop Ceiling,Hot Water,Balcony,Kitchen Cabinets,Pre Paid Meter,Wardrobe,Kitchen Shelf,24 Hours Electricity,Tiled Floor",,27000.0,,,,,,,,,,
"₦ 180,000",none,Apartment,1 bedroom,1 bathroom,per quarter,ajegunle area off asa dam,ajegunle,120 sqm,Newly Built,Unfurnished,,"24 Hours Electricity,Kitchen Cabinets,Dishwasher,Apartment",Yes,50000.0,,10000.0,,,,,,,,
"₦ 400,000","Abuja, Lugbe District",Bungalow,1 bedroom,1 bathroom,per annum,Pyakassa Lugbe,,200 sqm,Newly Built,Semi-Furnished,,"Kitchen Cabinets,Hot Water,Pre Paid Meter,Wardrobe,Apartment,Tiled Floor,Balcony,Kitchen Shelf",Yes,10.0,5.0,,,,,,,,,
"₦ 170,000",none,Room & Parlour,1 bedroom,1 bathroom,per annum,isutiroad,,,Newly Built,Furnished,,,,,,,,,,,,,,
"₦ 230,000","Nasarawa, Karu-Nasarawa",Block of Flats,1 bedroom,1 bathroom,per annum,"Beside Lapai Estate, Karu, Mararaba,",Beside Lapai estate,500 sqm,Newly Built,Semi-Furnished,No Pets,"Kitchen Cabinets,Kitchen Shelf,Refrigerator,TV,Balcony,Pop Ceiling,Dining Area,Air Conditioning,Pre Paid Meter,24 Hours Electricity,Tiled Floor,Apartment",,,,,,,,,,,,
"₦ 72,000",none,Mini Flat,1 bedroom,1 bathroom,per annum,"Ijolu Community, behind school of health, Ilese",His Grace Hostel,,Newly Built,Unfurnished,No Pets,"Balcony,Pre Paid Meter,24 Hours Electricity,Dishwasher",,,,,,,,,,,,
"₦ 600,000",none,Block of Flats,1 bedroom,1 bathroom,anually,at the back of roban store ind.layout.,,,Newly Built,Semi-Furnished,,"Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre Paid Meter,TV,Wardrobe,Balcony",,,,,,,,,,,,
"₦ 170,000","Kaduna, Chikun",Block of Flats,1 bedroom,1 bathroom,per quarter,Clean self contain at Barnawa high cost KD,Barnawa,450 sqm,Fairly Used,Semi-Furnished,No Pets,"Pre Paid Meter,Kitchen Cabinets,Hot Water,Kitchen Shelf,Tiled Floor,Wardrobe,Balcony",,,,,,,,,,,,
"₦ 550,000","Lagos, Lekki",Block of Flats,1 bedroom,1 bathroom,anually,PUMP AND SELL ON ADDO ROAD AFTER BLENCO SUPERMARKET AJAH,PUMP AND SELL,350 sqm,Fairly Used,Semi-Furnished,No Pets,"Tiled Floor,Dishwasher,Pop Ceiling,Wi-Fi,Chandelier,Pre Paid Meter,24 Hours Electricity,Balcony",,55000.0,55000.0,50000.0,,,,,,,,
"₦ 600,000","Lagos, Ajah, Ado / Ajah",Block of Flats,1 bedroom,2 bathrooms,per annum,ROCK STONE ESTATE ALONG BADORE ROAD AJAH,ROCK STONE ESTATE,420 sqm,Newly Built,Semi-Furnished,Pets Allowed,"Hot Water,Dining Area,Pre Paid Meter,Tiled Floor,Pop Ceiling,Balcony,Kitchen Shelf,Wi-Fi,Kitchen Cabinets,Dishwasher,24 Hours Electricity,Wardrobe,Chandelier",Yes,60000.0,60000.0,50000.0,,,,,,,,
"₦ 1,800,000","Lagos, Lekki",Block of Flats,1 bedroom,2 bathrooms,per annum,Chevron,Chevyview,,Newly Built,Semi-Furnished,,"Balcony,Kitchen Cabinets,Tiled Floor,Kitchen Shelf,Pre Paid Meter,Dining Area,Dishwasher,Pop Ceiling,Hot Water,TV",Yes,180000.0,180000.0,200.0,,,,,,,,
"₦ 250,000","Oyo, Oluyole",Bungalow,1 bedroom,1 bathroom,per annum,JANKATA KUOLA,Jankata Sreet,650 sqm,Newly Built,Semi-Furnished,No Pets,"Balcony,24 Hours Electricity,Dishwasher,Pre Paid Meter,Tiled Floor,Kitchen Shelf",,,,,,,,,,,,
"₦ 130,000","Cross River, Calabar",Bungalow,1 bedroom,1 bathroom,per annum,Behind crutech staff quarters,,450 sqm,Newly Built,Unfurnished,No Pets,,,,,,,,,,,,,
"₦ 150,000",none,Room & Parlour,1 bedroom,1 bathroom,per annum,Palace Road,,,Newly Built,Semi-Furnished,,,Yes,20000.0,,,,,,,,,,
"₦ 15,000,000","Enugu, Enugu / Enugu State",Farm House,1 bedroom,1 bathroom,per annum,Abakpa Enugu,,700 sqm,Fairly Used,Furnished,,"Pre Paid Meter,24 Hours Electricity",,,,,,,,,,,,
"₦ 600,000",none,Block of Flats,1 bedroom,2 bathrooms,per annum,"Alakahia, Obio / Akpor LGA. Rivers State",,,,Unfurnished,,,,,,,,,,,,,,
"₦ 350,000","Enugu, Enugu / Enugu State",Block of Flats,1 bedroom,1 bathroom,per quarter,newheaven,,1600 sqm,Newly Built,Semi-Furnished,,,,,,,,,,,,,,
"₦ 500,000","Lagos, Ajah, Off Lekki-Epe Expressway",House,1 bedroom,2 bathrooms,per annum,Abijoh,Destiny Homes,600 sqm,Fairly Used,Unfurnished,No Pets,"Wardrobe,Balcony,Tiled Floor",Yes,10.0,10.0,10.0,,,,,,,,
"₦ 770,000","Lagos, Ajah, Off Lekki-Epe Expressway",Block of Flats,1 bedroom,1 bathroom,per quarter,tera annex estate,tera annex Estate,600 sqm,Fairly Used,Semi-Furnished,No Pets,"Balcony,Apartment,Dishwasher",,,,,,,,,,,,
"₦ 220,000","Oyo, Ido",Block of Flats,1 bedroom,1 bathroom,per annum,Kuola,jankata street,500 sqm,Newly Built,Semi-Furnished,No Pets,"Pre Paid Meter,24 Hours Electricity,Tiled Floor,Apartment,Dishwasher",,,,,,,,,,,,
"₦ 2,000,000","Lagos, Lekki, Osapa london",Block of Flats,1 bedroom,1 bathroom,per annum,osapa london,osapa london,,Newly Built,Semi-Furnished,,"Dining Area,Balcony,Pre Paid Meter,Apartment,Kitchen Cabinets,Air Conditioning,Tiled Floor,24 Hours Electricity,Dishwasher,Kitchen Shelf,Hot Water,Pop Ceiling,Wardrobe,Chandelier",Yes,,,,,,,,,,,
"₦ 350,000",none,Bungalow,1 bedroom,2 bathrooms,per annum,"GRA by Government house, Awka","GRA , Awka",345 sqm,Newly Built,Furnished,No Pets,"24 Hours Electricity,Chandelier,Tiled Floor,Wardrobe,Pop Ceiling,Balcony,Dining Area,Dishwasher,Kitchen Cabinets,Hot Water,Kitchen Shelf",,,,,,,,,,,,
"₦ 550,000","Lagos, Ilashe",Block of Flats,1 bedroom,2 bathrooms,per annum,No 20 Adediwura street Oluodo,Valley view Estate,648 sqm,Newly Built,Furnished,No Pets,"Tiled Floor,Balcony,Pre Paid Meter,Kitchen Cabinets,Hot Water,Wardrobe,Pop Ceiling",,,,,,,,,,,,
"₦ 350,000","Enugu, Enugu / Enugu State",Block of Flats,1 bedroom,2 bathrooms,per quarter,ogui road,,900 sqm,Fairly Used,Semi-Furnished,Pets Allowed,"Dining Area,Pop Ceiling,Pre Paid Meter,Wardrobe,Tiled Floor,Balcony,Kitchen Shelf,Kitchen Cabinets,24 Hours Electricity",,,,,,,,,,,,
"₦ 250,000","Rivers, Obio-Akpor",Block of Flats,1 bedroom,1 bathroom,per quarter,Rumuehiewor Estate Rukpokwu,Rukpokwu Estate,,Fairly Used,Furnished,No Pets,,,,,,,,,,,,,
"₦ 700,000",none,Block of Flats,1 bedroom,2 bathrooms,per quarter,"Gra phase 8, rupakurushi new layout",Gra phase 8,930 sqm,Newly Built,Unfurnished,No Pets,"Apartment,Pop Ceiling,24 Hours Electricity,Kitchen Cabinets,Chandelier,Pre Paid Meter,Kitchen Shelf,Dishwasher,Hot Water,Balcony,Dining Area",,,,,,,,,,,,
"₦ 800,000","Lagos, Gbagada, Phase 1 / Gbagada",Duplex,1 bedroom,2 bathrooms,per annum,"Off Pedro, Gbagada Phase 1 extension,Lagos",,,Newly Built,Semi-Furnished,,"Apartment,Balcony,Dining Area,Kitchen Cabinets,Pop Ceiling,Pre Paid Meter,Tiled Floor,Wardrobe",,,,,,,,,,,,
"₦ 250,000","Lagos, Ibeju, Ibeju-Agbe",Bungalow,1 bedroom,1 bathroom,per annum,Ayeibami ibeju lekki,Ayeibami ibeju lekki,650 sqm,Fairly Used,Unfurnished,Pets Allowed,Dishwasher,,,,,,,,,,,,
"₦ 600,000","Lagos, Ibeju",Bungalow,1 bedroom,1 bathroom,per annum,room and parlor,oluwa off GRA abijo,,Newly Built,Semi-Furnished,,"Hot Water,Tiled Floor,Wardrobe,Balcony,Kitchen Shelf,Dishwasher,Chandelier,Kitchen Cabinets,Pop Ceiling",,,,,,,,,,,,
"₦ 300,000","Lagos, Ibeju, Awoyaya",Bungalow,1 bedroom,1 bathroom,per quarter,Awoyaya by New Roads,Awoyaya by New roads,650 sqm,Renovated,Semi-Furnished,Pets Allowed,"Pop Ceiling,Dishwasher,Kitchen Shelf,Dining Area,TV,Wi-Fi,Balcony,Kitchen Cabinets,Tiled Floor,Chandelier",,,,,,,,,,,,
"₦ 400,000","Lagos, Amuwo-Odofin",Apartment,1 bedroom,1 bathroom,per annum,Divine estate,Divine estate,800 sqm,Fairly Used,Semi-Furnished,Pets Allowed,"Pop Ceiling,Tiled Floor,Kitchen Cabinets,Pre Paid Meter,Balcony,Hot Water",,,,,,,,,,,,
"₦ 450,000","Lagos, Ikotun/Igando, Igando / Ikotun/Igando",Block of Flats,1 bedroom,1 bathroom,per annum,akesan,akesan,600 sqm,Fairly Used,Semi-Furnished,No Pets,,,,,,,,,,,,,
"₦ 330,000","Nasarawa, Karu-Nasarawa",Block of Flats,1 bedroom,1 bathroom,per annum,One man Village By Dunamis church Adeyi,One man village Dunamis Adeyi Junction,1000 sqm,Newly Built,Semi-Furnished,No Pets,"24 Hours Electricity,Dining Area,Kitchen Shelf,Pop Ceiling,Pre Paid Meter,Tiled Floor",Yes,10.0,5.0,,,,,,,,,
"₦ 400,000","Rivers, Obio-Akpor",Block of Flats,1 bedroom,1 bathroom,per quarter,This property is located at Eliozu,,,Newly Built,Semi-Furnished,,"Tiled Floor,Hot Water,Balcony,24 Hours Electricity,Pop Ceiling,Kitchen Cabinets,Pre Paid Meter,Wardrobe",Yes,10.0,5.0,50000.0,,,,,,,,
"₦ 170,000",none,Bungalow,1 bedroom,1 bathroom,per quarter,Atimbo,smart property,14 sqm,Fairly Used,Unfurnished,No Pets,"Wardrobe,Kitchen Shelf,Balcony,Tiled Floor",,,,,,,,,,,,
"₦ 4,500,000","Lagos, Lekki",Apartment,2 bedrooms,3 bathrooms,per quarter,lekki phase 1,,,,Furnished,,"TV,Dining Area,Pop Ceiling,Wardrobe,Kitchen Cabinets,Refrigerator,Hot Water,Tiled Floor,Apartment,24 Hours Electricity,Kitchen Shelf,Microwave,Chandelier,Balcony,Dishwasher,Air Conditioning,Pre Paid Meter",Yes,450000.0,,,,,,,,,,
"₦ 2,500,000","Lagos, Lekki, Osapa london",Block of Flats,2 bedrooms,2 bathrooms,per annum,osapa london,osapa london,,Renovated,Semi-Furnished,,"Tiled Floor,Air Conditioning,Kitchen Shelf,Pre Paid Meter,Hot Water,Pop Ceiling,Kitchen Cabinets,Wardrobe",Yes,250000.0,250000.0,250000.0,,,,,,,,
"₦ 7,000,000","Lagos, Victoria Island",Apartment,2 bedrooms,3 bathrooms,per annum,"Oju olobun street, Victoria Island",Oju Olobun,,,Furnished,,"24 Hours Electricity,Chandelier,TV,Balcony,Pop Ceiling,Pre Paid Meter,Dining Area,Kitchen Shelf,Dishwasher,Tiled Floor,Refrigerator,Apartment,Kitchen Cabinets,Wardrobe,Hot Water,Microwave,Air Conditioning",Yes,,,,,,,,,,,
"₦ 1,500,000","Lagos, Isolo, Ago Palace",Apartment,2 bedrooms,2 bathrooms,per annum,Ago,,,Newly Built,Unfurnished,Pets Allowed,"Hot Water,Apartment,Kitchen Cabinets,Wardrobe,24 Hours Electricity,Dining Area,Pop Ceiling,Tiled Floor,Kitchen Shelf,Balcony,Pre Paid Meter",,,,,,,,,,,,
"₦ 500,000",none,Apartment,2 bedrooms,3 bathrooms,per quarter,behind polytechnic Ibadan,,800 sqm,Newly Built,Semi-Furnished,No Pets,"Apartment,Balcony,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre Paid Meter,Tiled Floor,Wardrobe,Wi-Fi,24 Hours Electricity",Yes,,,,,,,,,,,
"₦ 450,000",none,Block of Flats,2 bedrooms,2 bathrooms,per annum,"18B, Segun Jegede street, Ilupeju- Magboro, ,Ogun stste",,,Fairly Used,Furnished,No Pets,"Kitchen Cabinets,Tiled Floor,Pop Ceiling,Wardrobe,Kitchen Shelf",,,,,,,,,,,,
"₦ 1,600,000",none,Apartment,2 bedrooms,3 bathrooms,per annum,FO1,Extension 1 Estate,3500 sqm,Newly Built,Furnished,Pets Allowed,"Chandelier,Tiled Floor,Kitchen Shelf,Pop Ceiling,Kitchen Cabinets,Hot Water,Wardrobe,24 Hours Electricity,Dining Area,Pre Paid Meter,Apartment,Balcony",,,,,,,,,,,,
